id,Category,name,subtitle,price,discount_price,main_image_url,secondary_image_url
337,Pasta y fideos,Tortellini carne Pagani,Paquete 250 g,1.4,,https://prod-mercadona.imgix.net/images/44b8ffd1b3cbe2d21d219fffd79f9cef.jpg?fit=crop&h=300&w=300,
338,Pasta y fideos,Pasta fresca tortellini carne Hacendado,Bandeja 250 g,1.9,,https://prod-mercadona.imgix.net/images/e761646af240f3384974ec27b71e7f68.jpg?fit=crop&h=300&w=300,
339,Pasta y fideos,Pasta fresca ravioli ricotta y espinacas Hacendado,Bandeja 250 g,1.9,,https://prod-mercadona.imgix.net/images/74215a8f70ddca56aed2049daac8a890.jpg?fit=crop&h=300&w=300,
340,Pasta y fideos,Tortellini tres quesos Pagani,Paquete 250 g,1.4,,https://prod-mercadona.imgix.net/images/a4efb6b5f38489bbe632b2ca70fcd63e.jpg?fit=crop&h=300&w=300,
341,Pasta y fideos,Pasta fresca gnocchi Hacendado,Paquete 500 g,1.1,,https://prod-mercadona.imgix.net/images/cba9ea825acfc6789572d4088ac61392.jpg?fit=crop&h=300&w=300,
342,Pasta y fideos,Pasta fresca girasoles quesos Hacendado,Bandeja 250 g,1.9,,https://prod-mercadona.imgix.net/images/2578dee4fce87ecdfa4d0a0a50167ed1.jpg?fit=crop&h=300&w=300,
343,Pasta y fideos,Pasta fresca medialunas parmigiano reggiano y trufa Hacendado,Bandeja 250 g,2.6,,https://prod-mercadona.imgix.net/images/7fe74a3c6a4d3f4b09859d9dfa2d3368.jpg?fit=crop&h=300&w=300,
344,Pasta y fideos,Pasta fresca medialunas calabaza y crema de quesos Hacendado,Bandeja 250 g,2.15,"2,15 €",https://prod-mercadona.imgix.net/images/2c52e018fdb17770c2da463b10f833e6.jpg?fit=crop&h=300&w=300,
345,Pasta y fideos,Pasta fresca tortellini jamón y queso Hacendado,Paquete 250 g,1.9,,https://prod-mercadona.imgix.net/images/60f434f907ce3eb1b70cc18f8a79091c.jpg?fit=crop&h=300&w=300,
346,Pasta y fideos,Pasta fresca gnocchi quesos Hacendado,Paquete 400 g,2.0,"2,00 €",https://prod-mercadona.imgix.net/images/3140306dabea0d761d6be95f0429e82b.jpg?fit=crop&h=300&w=300,
347,Pasta y fideos,Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado,Bandeja 250 g,2.15,"2,15 €",https://prod-mercadona.imgix.net/images/fe730bff3066cac1f85e2047cfe98277.jpg?fit=crop&h=300&w=300,
348,Pasta y fideos,Pasta fresca ravioli ricotta y limón Summer Hacendado,Bandeja 250 g,2.15,,https://prod-mercadona.imgix.net/images/6073ca108d14e8eb1381ea89f2964e6a.jpg?fit=crop&h=300&w=300,
349,Pasta y fideos,Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,1.2,,https://prod-mercadona.imgix.net/images/d30e5205f4db5418b3f5e8033371d978.jpg?fit=crop&h=300&w=300,
350,Pasta y fideos,Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,0.9,,https://prod-mercadona.imgix.net/images/c5b3f99d81895edde8f133661d480db0.jpg?fit=crop&h=300&w=300,
351,Pasta y fideos,Fideos orientales sabor pollo Hacendado,Vaso 65 g,0.9,,https://prod-mercadona.imgix.net/images/15c837040a1190dbaa8aa8b91694d67c.jpg?fit=crop&h=300&w=300,
352,Pasta y fideos,Fideos orientales sabor picante Hacendado,Vaso 65 g,0.9,,https://prod-mercadona.imgix.net/images/8bec671f939d6c273b8889b95bf5eae2.jpg?fit=crop&h=300&w=300,
353,Pasta y fideos,Placas para lasaña precocidas El Pavo,Caja 18 placas (200 g),1.49,,https://prod-mercadona.imgix.net/images/96cc14f684c1d79e23f394f2ce293c7a.jpg?fit=crop&h=300&w=300,
354,Pasta y fideos,Placas para canelones El Pavo,Caja 20 placas (125 g),1.26,,https://prod-mercadona.imgix.net/images/facea9d66785b6079ac2d856e9e453a6.jpg?fit=crop&h=300&w=300,
355,Legumbres,Garbanzo cocido Hacendado,Tarro 570 g (400 g escurrido),0.75,,https://prod-mercadona.imgix.net/images/a34fdf0b4c98ecab0cfbb5011e74259d.jpg?fit=crop&h=300&w=300,
356,Legumbres,Garbanzo cocido Hacendado,Tarro 295 g (210 g escurrido),0.7,,https://prod-mercadona.imgix.net/images/95b26ad23c6992440efcea563ae7031d.jpg?fit=crop&h=300&w=300,
357,Legumbres,Garbanzo cocido Pedrosillano Hacendado,Tarro 570 g (400 g escurrido),0.95,,https://prod-mercadona.imgix.net/images/d3a3751f303595a3ff36d87de9730597.jpg?fit=crop&h=300&w=300,
358,Legumbres,Garbanzo Hacendado,Paquete 1 kg,2.2,,https://prod-mercadona.imgix.net/images/51b811c04aded80e12ed7decf92c7480.jpg?fit=crop&h=300&w=300,
359,Legumbres,Garbanzo Pedrosillano Hacendado,Paquete 1 kg,1.94,,https://prod-mercadona.imgix.net/images/40310dbfcfa5f6adf9020063c1a6dc01.jpg?fit=crop&h=300&w=300,
360,Legumbres,Garbanzo lechoso Andaluz Hacendado,Paquete 1 kg,2.5,,https://prod-mercadona.imgix.net/images/2656519be58b65a23ab94cbd25329b3e.jpg?fit=crop&h=300&w=300,
361,Legumbres,Alubia cocida blanca Hacendado,Tarro 570 g (400 g escurrido),0.8,,https://prod-mercadona.imgix.net/images/d5e211e479297903ee0b503def00eeb1.jpg?fit=crop&h=300&w=300,
362,Legumbres,Alubia cocida blanca Hacendado,Tarro 295 g (210 g escurrido),0.7,,https://prod-mercadona.imgix.net/images/2ee88e644ca5570628b5dd88265461dd.jpg?fit=crop&h=300&w=300,
363,Legumbres,Alubia cocida roja Hacendado,Tarro 570 g (400 g escurrido),1.25,,https://prod-mercadona.imgix.net/images/4ee8503d1f2364a37e069c720c8094a2.jpg?fit=crop&h=300&w=300,
364,Legumbres,Alubia cocida pinta Hacendado,Tarro 570 g (400 g escurrido),1.25,,https://prod-mercadona.imgix.net/images/0074e2cb4d23783e87059923107014cd.jpg?fit=crop&h=300&w=300,
365,Legumbres,Alubia blanca Hacendado,Paquete 1 kg,2.55,,https://prod-mercadona.imgix.net/images/bf5f397a8ebaf8638cfdf86c6b95da9c.jpg?fit=crop&h=300&w=300,
366,Legumbres,Alubia negra Hacendado,Paquete 1 kg,2.5,,https://prod-mercadona.imgix.net/images/9b50709e6cd0dedbcfc2382610d30d49.jpg?fit=crop&h=300&w=300,
367,Legumbres,Alubia roja Hacendado,Paquete 1 kg,3.2,,https://prod-mercadona.imgix.net/images/8c49c980ac9e79805780099ac5d7bb89.jpg?fit=crop&h=300&w=300,
368,Legumbres,Alubia cocida granja Hacendado,Tarro 570 g (350 g escurrido),1.75,,https://prod-mercadona.imgix.net/images/d59906327a973c7579253e106de65e55.jpg?fit=crop&h=300&w=300,
369,Legumbres,Alubia pinta Hacendado,Paquete 1 kg,2.5,,https://prod-mercadona.imgix.net/images/268efef705ead613568cf2968a7ee44e.jpg?fit=crop&h=300&w=300,
370,Legumbres,Lenteja pardina Hacendado,Paquete 1 kg,2.1,,https://prod-mercadona.imgix.net/images/8d2301f5605ebd3a1aa22774bd973f3b.jpg?fit=crop&h=300&w=300,
371,Legumbres,Lenteja cocida Hacendado,Tarro 570 g (400 g escurrido),0.8,,https://prod-mercadona.imgix.net/images/7ed97e71403d2dc0a1154e3265931cf2.jpg?fit=crop&h=300&w=300,
372,Legumbres,Lenteja cocida Hacendado,Tarro 295 g (210 g escurrido),0.7,,https://prod-mercadona.imgix.net/images/5b63b545c7670292de0af80a9db95f85.jpg?fit=crop&h=300&w=300,
373,Legumbres,Lenteja Hacendado,Paquete 1 kg,2.03,,https://prod-mercadona.imgix.net/images/791095e84776c2ee6cffa64f4992b9a2.jpg?fit=crop&h=300&w=300,
374,Legumbres,Soja texturizada Luengo,Paquete 200 g,2.7,,https://prod-mercadona.imgix.net/images/ec896eba3bfa82efc705ace0ecad7393.jpg?fit=crop&h=300&w=300,
375,Atún y otras conservas de pescado,Atún en aceite de girasol Hacendado,Lata 900 g (650 g escurrido),6.5,,https://prod-mercadona.imgix.net/images/2c06dcbb4643e6b4447d5d064c4eb6a5.jpg?fit=crop&h=300&w=300,
376,Atún y otras conservas de pescado,Atún claro en aceite de girasol Hacendado,6 latas x 60 g,4.3,,https://prod-mercadona.imgix.net/images/a11fb0855fc30224e3a36be5c697cf87.jpg?fit=crop&h=300&w=300,
377,Atún y otras conservas de pescado,Atún claro en aceite de girasol Hacendado,3 latas x 60 g,2.7,,https://prod-mercadona.imgix.net/images/d6888b14657072420f87eb3b2c79f8ec.jpg?fit=crop&h=300&w=300,
378,Atún y otras conservas de pescado,Atún en aceite de oliva Hacendado,Lata 900 g (650 g escurrido),7.7,,https://prod-mercadona.imgix.net/images/890912ced7f8be4da5455ca493729892.jpg?fit=crop&h=300&w=300,
379,Atún y otras conservas de pescado,Atún claro en aceite de oliva Hacendado,6 latas x 60 g,4.9,,https://prod-mercadona.imgix.net/images/f99f0a2b9e478cee5b0e02fac62d4686.jpg?fit=crop&h=300&w=300,
380,Atún y otras conservas de pescado,Atún claro en aceite de oliva Hacendado,Lata 111 g (82 g escurrido),1.55,,https://prod-mercadona.imgix.net/images/ff946d98e9578c45513cbf77bbf4127d.jpg?fit=crop&h=300&w=300,
381,Atún y otras conservas de pescado,Atún claro al natural Hacendado,6 latas x 60 g,4.2,,https://prod-mercadona.imgix.net/images/69aa188c64eb23f4855d6739832b09c1.jpg?fit=crop&h=300&w=300,
382,Atún y otras conservas de pescado,Atún claro en escabeche blanco Hacendado,6 latas x 60 g,4.7,,https://prod-mercadona.imgix.net/images/d3e5080d798a7e42fb46675d52234fb0.jpg?fit=crop&h=300&w=300,
383,Atún y otras conservas de pescado,Atún claro en aceite de oliva Hacendado,Bote 195 g (140 g escurrido),3.7,,https://prod-mercadona.imgix.net/images/996e915ce7b13e9a61d63bb6088df22c.jpg?fit=crop&h=300&w=300,
384,Atún y otras conservas de pescado,Atún en salsa de tomate Hacendado,3 latas x 52 g,2.1,,https://prod-mercadona.imgix.net/images/6767f912becd26c84f14537f425fa04a.jpg?fit=crop&h=300&w=300,
385,Atún y otras conservas de pescado,Ventresca de atún claro en aceite de oliva Hacendado,Lata 111 g (78 g escurrido),3.3,,https://prod-mercadona.imgix.net/images/5610e6403d50026b3d4ded454fc74dd7.jpg?fit=crop&h=300&w=300,
386,Atún y otras conservas de pescado,Migas de bonito del norte en aceite de oliva Hacendado,3 latas x 52 g,2.7,,https://prod-mercadona.imgix.net/images/3b949ee5f292d0a72a9e4ecdf293499a.jpg?fit=crop&h=300&w=300,
387,Atún y otras conservas de pescado,Bonito del norte en aceite de oliva Hacendado,2 latas x 73 g,3.3,,https://prod-mercadona.imgix.net/images/ab5f6221766e916ed6f7427b29a9666c.jpg?fit=crop&h=300&w=300,
388,Atún y otras conservas de pescado,Filetes de bonito del norte en aceite de oliva Hacendado,Tarro 400 g (280 g escurrido),7.85,,https://prod-mercadona.imgix.net/images/6204cafe238bdef0472c25f50e9eea7a.jpg?fit=crop&h=300&w=300,
389,Atún y otras conservas de pescado,Filetes de caballa del sur en aceite de oliva Hacendado,2 latas x 65 g,1.95,,https://prod-mercadona.imgix.net/images/f089d18218eb3b781f1511babe3c6256.jpg?fit=crop&h=300&w=300,
390,Atún y otras conservas de pescado,Filetes de caballa del sur en tomate Hacendado,2 latas x 65 g,1.55,,https://prod-mercadona.imgix.net/images/d5da719383ca0fb385ca259befd01d02.jpg?fit=crop&h=300&w=300,
391,Atún y otras conservas de pescado,Filetes de caballa del sur bajo contenido en sal Hacendado en aceite de oliva,2 latas x 65 g,2.35,,https://prod-mercadona.imgix.net/images/eb64d4644cf25f2ef0b678ce9716a9fd.jpg?fit=crop&h=300&w=300,
392,Atún y otras conservas de pescado,Filetes de melva en aceite de oliva Hacendado,Lata 120 g (80 g escurrido),1.85,,https://prod-mercadona.imgix.net/images/81891326085ae9267ea256fca9001d73.jpg?fit=crop&h=300&w=300,
393,Atún y otras conservas de pescado,Filetes de melva canutera con pimientos del piquillo Hacendado en aceite de oliva,Lata 90 g (65 g escurrido),1.85,,https://prod-mercadona.imgix.net/images/445a01e2f758999022716b69d4adb597.jpg?fit=crop&h=300&w=300,
394,Atún y otras conservas de pescado,Sardinas en aceite de oliva Hacendado,2 latas x 84 g,2.1,,https://prod-mercadona.imgix.net/images/f0d751ea73bcb6ce3505fdc191fce5c8.jpg?fit=crop&h=300&w=300,
395,Atún y otras conservas de pescado,Sardinillas en aceite de oliva Hacendado,2 latas x 65 g,2.0,,https://prod-mercadona.imgix.net/images/1f36c7f7b11b4527ca9171efdcef237a.jpg?fit=crop&h=300&w=300,
396,Atún y otras conservas de pescado,Sardinillas reducidas en sal en aceite de oliva Hacendado,2 latas x 65 g,2.0,,https://prod-mercadona.imgix.net/images/50ed9a5e452499dc949cd76af9138024.jpg?fit=crop&h=300&w=300,
397,Atún y otras conservas de pescado,Sardinillas en tomate Hacendado,2 latas x 65 g,1.6,,https://prod-mercadona.imgix.net/images/aff82c8f60e81628279ad09c64dba7cc.jpg?fit=crop&h=300&w=300,
398,Atún y otras conservas de pescado,Sardinillas picantes en aceite de girasol Hacendado,2 latas x 65 g,1.75,,https://prod-mercadona.imgix.net/images/0e433275266c537dffe8c7be183ccae9.jpg?fit=crop&h=300&w=300,
399,Atún y otras conservas de pescado,Sardinillas en escabeche Hacendado,2 latas x 65 g,1.85,,https://prod-mercadona.imgix.net/images/a1e41e90d8bd21c183b579fa8b142160.jpg?fit=crop&h=300&w=300,
400,Atún y otras conservas de pescado,Calamar en salsa americana Hacendado,3 latas x 59 g,2.8,,https://prod-mercadona.imgix.net/images/8ca19026b74dcb5b9cec4862affa4ca8.jpg?fit=crop&h=300&w=300,
401,Atún y otras conservas de pescado,Calamar en tinta Hacendado,3 latas x 59 g,3.1,,https://prod-mercadona.imgix.net/images/ca31a6e3cd9ec7bdc4d5a95ccdd495bf.jpg?fit=crop&h=300&w=300,
402,Atún y otras conservas de pescado,Tacos de pota al ajillo Hacendado,3 latas x 54 g,3.55,,https://prod-mercadona.imgix.net/images/b825d90a2d67ccc02f64bbf47abfffd6.jpg?fit=crop&h=300&w=300,
403,Atún y otras conservas de pescado,Salmón al natural Hacendado,3 latas x 50 g,3.65,,https://prod-mercadona.imgix.net/images/132349e85d92574b06ec1ecd52a1cfa4.jpg?fit=crop&h=300&w=300,
404,Atún y otras conservas de pescado,Chipirones rellenos enteros en aceite de girasol Hacendado,Lata 115 g (72 g escurrido),2.25,,https://prod-mercadona.imgix.net/images/32e0c0696fccdd8b73eedad6da427e5d.jpg?fit=crop&h=300&w=300,
405,Berberechos y mejillones,Berberechos al natural S Hacendado,Lata 111 g (63 g escurrido),2.8,,https://prod-mercadona.imgix.net/images/5965f86ba556b007f94a7091bc958335.jpg?fit=crop&h=300&w=300,
406,Berberechos y mejillones,Berberechos al natural M Hacendado,Lata 111 g (63 g escurrido),3.95,,https://prod-mercadona.imgix.net/images/5ac7a5163fa070f58948cd8df4b012f7.jpg?fit=crop&h=300&w=300,
407,Berberechos y mejillones,Almejones al natural Hacendado,Lata 111 g (63 g escurrido),1.2,,https://prod-mercadona.imgix.net/images/575aaedf1adc5a371b9df161927362c6.jpg?fit=crop&h=300&w=300,
408,Berberechos y mejillones,Zamburiñas en salsa de vieira Hacendado,Lata 111 g (63 g escurrido),1.95,,https://prod-mercadona.imgix.net/images/b499b9f38e5e9adf2fafea74191fb9f4.jpg?fit=crop&h=300&w=300,
409,Berberechos y mejillones,Almejas blancas del norte al natural Hacendado,Lata 185 g (90 g escurrido),1.5,,https://prod-mercadona.imgix.net/images/0322f4b6da02a936721fcd3f0ed9ffa1.jpg?fit=crop&h=300&w=300,
410,Berberechos y mejillones,Mejillones de Chile en escabeche Hacendado pequeños,2 latas x 106 g,2.6,,https://prod-mercadona.imgix.net/images/b505b72886e1b681463d7f1d8a7b6dd4.jpg?fit=crop&h=300&w=300,
411,Berberechos y mejillones,Mejillones en escabeche Hacendado pequeños,Lata 111 g (69 g escurrido),1.8,,https://prod-mercadona.imgix.net/images/27b73289f0e656a60d6ac9f6bc01346d.jpg?fit=crop&h=300&w=300,
412,Berberechos y mejillones,Mejillones en escabeche Hacendado medianos,Lata 111 g (69 g escurrido),2.5,,https://prod-mercadona.imgix.net/images/fae302fdbab0be6efd926988ec0bacaf.jpg?fit=crop&h=300&w=300,
413,Berberechos y mejillones,Mejillones al natural Hacendado pequeños,Lata 111 g (69 g escurrido),1.7,,https://prod-mercadona.imgix.net/images/c8879720b1c9bae132effcfb1f11d3d3.jpg?fit=crop&h=300&w=300,
414,Berberechos y mejillones,Mejillones picantes en escabeche Hacendado pequeños,Lata 111 g (69 g escurrido),1.75,,https://prod-mercadona.imgix.net/images/92e59291ce2b46407f002e2cf365f631.jpg?fit=crop&h=300&w=300,
415,Berberechos y mejillones,Mejillones en salsa de vieira Hacendado pequeños,Lata 111 g (69 g escurrido),1.9,,https://prod-mercadona.imgix.net/images/091a1ad796b0be07ad15548343d12ea0.jpg?fit=crop&h=300&w=300,
416,Tomate,Tomate triturado Hacendado,Bote 800 g,0.98,,https://prod-mercadona.imgix.net/images/117a2a2230b103f17b50e07a73a8fc38.jpg?fit=crop&h=300&w=300,
417,Tomate,Tomate triturado Hacendado,Bote 400 g,0.65,,https://prod-mercadona.imgix.net/images/db53895dcbf286affe16def253a0ab89.jpg?fit=crop&h=300&w=300,
418,Tomate,Tomate frito Hacendado,3 bricks x 400 g,1.35,,https://prod-mercadona.imgix.net/images/e589c8259daf4b9335098fb9ade7ee09.jpg?fit=crop&h=300&w=300,
419,Tomate,Tomate frito Hacendado,3 mini bricks x 210 g,0.95,,https://prod-mercadona.imgix.net/images/bef3c040943e4b6dd59b15f565ec4f08.jpg?fit=crop&h=300&w=300,
420,Tomate,Tomate frito Hacendado,Tarro 560 g,0.9,,https://prod-mercadona.imgix.net/images/aa5235f082055661c97dc0bcf5ade914.jpg?fit=crop&h=300&w=300,
421,Tomate,Tomate frito receta artesana Hacendado,Tarro 560 g,2.1,,https://prod-mercadona.imgix.net/images/959baf90e8b8eee09398534f7c549992.jpg?fit=crop&h=300&w=300,
422,Tomate,Tomate frito receta artesana Hacendado,Tarro 300 g,1.5,,https://prod-mercadona.imgix.net/images/450e65a016ec657d968e9926d761ec85.jpg?fit=crop&h=300&w=300,
423,Tomate,Tomate frito estilo casero Hacendado,Brick 380 g,1.2,,https://prod-mercadona.imgix.net/images/b316f525c80033093912e2829796b5cc.jpg?fit=crop&h=300&w=300,
424,Tomate,Tomate troceado pelado Hacendado,Bote 410 g,0.8,,https://prod-mercadona.imgix.net/images/f57a95e6f3f0cce02e36ec9bd75cbfc9.jpg?fit=crop&h=300&w=300,
425,Tomate,Tomate frito Hida,Bote 400 g,1.75,,https://prod-mercadona.imgix.net/images/41c22877e6e0c95dd006fd7696cb9919.jpg?fit=crop&h=300&w=300,
426,Tomate,Fritada pisto Hacendado,Brick 380 g,1.3,,https://prod-mercadona.imgix.net/images/512ddb56061f936ba850de0232f98d22.jpg?fit=crop&h=300&w=300,
427,Tomate,Tomate entero pelado Hacendado,Bote 800 g (480 g escurrido),1.35,,https://prod-mercadona.imgix.net/images/da1986c59308309dbcb8fdd2e5c3f730.jpg?fit=crop&h=300&w=300,
428,Tomate,Tomate frito Hacendado con aceite de oliva,3 mini bricks x 210 g,1.4,,https://prod-mercadona.imgix.net/images/bac47a7f2186be4ef7b42b3fbc3775d6.jpg?fit=crop&h=300&w=300,
429,Tomate,Tomate frito sin azúcares añadidos Hacendado,Tarro 560 g,1.1,,https://prod-mercadona.imgix.net/images/0680dffe67fb4eac8c3423ddd35f15a1.jpg?fit=crop&h=300&w=300,
430,Tomate,Tomate doble concentrado Hacendado extra,Bote 170 g,1.05,,https://prod-mercadona.imgix.net/images/21524237f9e676cb0c075d38a8ff1578.jpg?fit=crop&h=300&w=300,
431,Tomate,Tomate para untar Hacendado con aceite de oliva,2 tarritos x 160 g,1.65,,https://prod-mercadona.imgix.net/images/a2ee3e22852f18a62015fe2bc3e0b65d.jpg?fit=crop&h=300&w=300,
432,Tomate,Tomate tamizado sin piel Hacendado,Brick 390 g,0.9,,https://prod-mercadona.imgix.net/images/3c01bf24b3d8134f7023d9360cb3c8b5.jpg?fit=crop&h=300&w=300,
433,Tomate,Tomate seco Hacendado en aceite de oliva,Tarro 190 g,2.3,,https://prod-mercadona.imgix.net/images/583806865dd5df9204520ea70f4f4287.jpg?fit=crop&h=300&w=300,
434,Conservas de verdura y frutas,Maíz dulce Hacendado,3 latas x 140 g,1.6,,https://prod-mercadona.imgix.net/images/5b0ace818d8e8cc8a258643adcaa7fab.jpg?fit=crop&h=300&w=300,
435,Conservas de verdura y frutas,Maíz dulce Hacendado,3 latas x 70 g,1.25,,https://prod-mercadona.imgix.net/images/dc4f4afd3f87a6f5ba3c1592752a306b.jpg?fit=crop&h=300&w=300,
436,Conservas de verdura y frutas,Espárragos delgados Hacendado,Tarro 200 g (110 g escurrido),1.5,,https://prod-mercadona.imgix.net/images/af843072eb71dfa3b63a7efb76ae2dd7.jpg?fit=crop&h=300&w=300,
437,Conservas de verdura y frutas,Espárragos medianos Hacendado,Tarro 345 g (205 g escurrido),1.85,"1,85 €",https://prod-mercadona.imgix.net/images/61e0ef88d285e66d8f076a711212051b.jpg?fit=crop&h=300&w=300,
438,Conservas de verdura y frutas,Espárragos muy gruesos Hacendado enteros,Tarro 540 g (325 g escurrido),2.9,"2,90 €",https://prod-mercadona.imgix.net/images/251b2c16d4db692d8098eb0ad84c4ce9.jpg?fit=crop&h=300&w=300,
439,Conservas de verdura y frutas,Champiñones laminados Hacendado,Bote 355 g (180 g escurrido),1.0,,https://prod-mercadona.imgix.net/images/4c97fc1fdefb7083f3ddfa0fd6169cb4.jpg?fit=crop&h=300&w=300,
440,Conservas de verdura y frutas,Champiñón laminado Hacendado,3 latas x 85 g,1.8,,https://prod-mercadona.imgix.net/images/3cd99cb7145b94f63805588ec374b019.jpg?fit=crop&h=300&w=300,
441,Conservas de verdura y frutas,Champiñón entero Hacendado,Bote 355 g (180 g escurrido),1.45,,https://prod-mercadona.imgix.net/images/c9822b081c46280f7b4242d55e9ab6a9.jpg?fit=crop&h=300&w=300,
442,Conservas de verdura y frutas,Pimientos del piquillo enteros Hacendado extra,Tarro 340 g (275 g escurrido),1.45,,https://prod-mercadona.imgix.net/images/4809a31c1a159e97cf927b4f4673d0e0.jpg?fit=crop&h=300&w=300,
443,Conservas de verdura y frutas,Guisantes extra Hacendado,Bote 390 g (250 g escurrido),0.9,,https://prod-mercadona.imgix.net/images/68af7aad9b98cd4c8b326ea0a8080a33.jpg?fit=crop&h=300&w=300,
444,Conservas de verdura y frutas,Guisantes extra Hacendado,3 latas x 120 g,1.85,,https://prod-mercadona.imgix.net/images/94c16b610ccee72d27455e6b5efa93dd.jpg?fit=crop&h=300&w=300,
445,Conservas de verdura y frutas,Pimientos rojos asados Hacendado en tiras extra,3 latas x 60 g,1.35,,https://prod-mercadona.imgix.net/images/e1809a4d7fa066bbdf7ce41932f80b47.jpg?fit=crop&h=300&w=300,
446,Conservas de verdura y frutas,Judías verdes redondas Hacendado,Tarro 660 g (360 g escurrido),1.25,,https://prod-mercadona.imgix.net/images/5da9e6258cbd2e45b4b84ad093cfc80b.jpg?fit=crop&h=300&w=300,
447,Conservas de verdura y frutas,Pimientos asados en tiras Hacendado,Bandeja 290 g,2.4,,https://prod-mercadona.imgix.net/images/5e45133bc79e394b23848650a34a60fb.jpg?fit=crop&h=300&w=300,
448,Conservas de verdura y frutas,Corazones de alcachofas Hacendado,Bote 390 g (240 g escurrido),1.85,,https://prod-mercadona.imgix.net/images/572a388783b75bf4c4e9669f8388d0fa.jpg?fit=crop&h=300&w=300,
449,Conservas de verdura y frutas,Corazones de alcachofa Hacendado,Tarro 290 g (175 g escurrido),1.9,,https://prod-mercadona.imgix.net/images/a7cad11179f4e7cb9d2cd4e9fcb23f0e.jpg?fit=crop&h=300&w=300,
450,Conservas de verdura y frutas,Corazones de alcachofa Hacendado,Bandeja 260 g,3.0,,https://prod-mercadona.imgix.net/images/a9be5787d69a5be109eb6eb1d1327042.jpg?fit=crop&h=300&w=300,
451,Conservas de verdura y frutas,Zanahoria en tiras Hacendado,Tarro 425 g (250 g escurrido),1.3,,https://prod-mercadona.imgix.net/images/f6b414c39b8381e1e428310e52e25bcd.jpg?fit=crop&h=300&w=300,
452,Conservas de verdura y frutas,Judías verdes planas Hacendado,Tarro 660 g (360 g escurrido),1.25,,https://prod-mercadona.imgix.net/images/f21552ea33a87050a81fdf078c972763.jpg?fit=crop&h=300&w=300,
453,Conservas de verdura y frutas,Remolacha en tiras Hacendado,Tarro 425 g (250 g escurrido),1.35,,https://prod-mercadona.imgix.net/images/436611330a7e697939f6e180202d974c.jpg?fit=crop&h=300&w=300,
454,Conservas de verdura y frutas,Macedonia de verduras Hacendado,Tarro 535 g (320 g escurrido),0.9,,https://prod-mercadona.imgix.net/images/b02bc731543db2034220551bc2b095d2.jpg?fit=crop&h=300&w=300,
455,Conservas de verdura y frutas,Verduras asadas Hacendado,Bandeja 290 g,2.9,,https://prod-mercadona.imgix.net/images/e488b11c411286a0b60b77a0d96d04f4.jpg?fit=crop&h=300&w=300,
456,Conservas de verdura y frutas,Patatas cocidas,Tarro 660 g (400 g escurrido),2.05,,https://prod-mercadona.imgix.net/images/6dea995d0fad3c5629a8a4590d099eb6.jpg?fit=crop&h=300&w=300,
457,Conservas de verdura y frutas,Palmito al natural entero Hacendado,Tarro 410 g (250 g escurrido),2.65,,https://prod-mercadona.imgix.net/images/f8251cad52c93d6f98b31d5bb2279b5e.jpg?fit=crop&h=300&w=300,
458,Conservas de verdura y frutas,Pimientos en tiras condimentados Hacendado,Tarro 290 g (220 g escurrido),1.15,,https://prod-mercadona.imgix.net/images/51dce5647bf18c4c1d6b17afe659e456.jpg?fit=crop&h=300&w=300,
459,Conservas de verdura y frutas,Ensalada china Hacendado con mazorquitas,Tarro 280 g (155 g escurrido),1.3,,https://prod-mercadona.imgix.net/images/f2b2ef0512635c2dc60fab98b6561bd9.jpg?fit=crop&h=300&w=300,
460,Conservas de verdura y frutas,Brotes germinados Hacendado,Tarro 275 g (150 g escurrido),1.6,,https://prod-mercadona.imgix.net/images/7ab20c4c3fcabe3c5fc9aa50bfb56ff0.jpg?fit=crop&h=300&w=300,
461,Conservas de verdura y frutas,Cebolla caramelizada Hacendado,Tarro 190 g,1.7,,https://prod-mercadona.imgix.net/images/5d20cfb914960bda6a9a576c332c3da9.jpg?fit=crop&h=300&w=300,
462,Conservas de verdura y frutas,Yemas de espárragos Hacendado,2 latas x 100 g,3.25,,https://prod-mercadona.imgix.net/images/110e89e762074642851a4d6c2e9683f1.jpg?fit=crop&h=300&w=300,
463,Conservas de verdura y frutas,Mazorquitas de maíz agridulce Hacendado,Tarro 350 g (190 g escurrido),2.6,,https://prod-mercadona.imgix.net/images/b1cfedcc4aa366215482d3a9de567d96.jpg?fit=crop&h=300&w=300,
464,Conservas de verdura y frutas,Chucrut al estilo bávaro Hengstenberg,Tarro 680 g (650 g escurrido),2.2,,https://prod-mercadona.imgix.net/images/7b66eb76b8b2ffc2ae75566236447ed3.jpg?fit=crop&h=300&w=300,
465,Conservas de verdura y frutas,Acelgas troceadas Hacendado,Tarro 660 g (425 g escurrido),1.75,,https://prod-mercadona.imgix.net/images/0d9b2568b0af3d4bdba906575fbf45e6.jpg?fit=crop&h=300&w=300,
466,Conservas de verdura y frutas,Espárragos Hacendado blancos gruesos,Tarro 345 g (205 g escurrido),3.0,,https://prod-mercadona.imgix.net/images/adf4abd219f5da050c5737d73995118c.jpg?fit=crop&h=300&w=300,
